,PRODUCT-ASSY TYPE,Task,Takt
3304,LGATLIDW/ REFPO,MESLINK,0.0
3305,OTQLIDW/ REFPO,MESLINK,0.0
3306,QFNLIDW/ REFPO,MESLINK,0.0
3307,STRIPLIDW/ REFPO,MESLINK,0.0
3308,WCSPLIDW/ REFPO,MESLINK,0.0
3309,JAGUARLIDW/ REFPO,MESLINK,0.0
3310,BGATPARTW/ REFPO,MESLINK,0.0
3311,FPPARTW/ REFPO,MESLINK,0.0
3312,LGATPARTW/ REFPO,MESLINK,0.0
3313,OTQPARTW/ REFPO,MESLINK,0.0
3314,QFNPARTW/ REFPO,MESLINK,0.0
3315,STRIPPARTW/ REFPO,MESLINK,0.0
3316,WCSPPARTW/ REFPO,MESLINK,0.0
3317,JAGUARPARTW/ REFPO,MESLINK,0.0
3318,BGATSOCKET & LIDW/ REFPO,MESLINK,0.0
3319,FPSOCKET & LIDW/ REFPO,MESLINK,0.0
3320,LGATSOCKET & LIDW/ REFPO,MESLINK,0.0
3321,OTQSOCKET & LIDW/ REFPO,MESLINK,0.0
3322,QFNSOCKET & LIDW/ REFPO,MESLINK,0.0
3323,STRIPSOCKET & LIDW/ REFPO,MESLINK,0.0
3324,WCSPSOCKET & LIDW/ REFPO,MESLINK,0.0
3325,JAGUARSOCKET & LIDW/ REFPO,MESLINK,0.0
3326,BGATSOCKETNEWINQUIRY,OTHERS,0
3327,FPSOCKETNEWINQUIRY,OTHERS,0
3328,LGATSOCKETNEWINQUIRY,OTHERS,0
3329,OTQSOCKETNEWINQUIRY,OTHERS,0
3330,QFNSOCKETNEWINQUIRY,OTHERS,0
3331,STRIPSOCKETNEWINQUIRY,OTHERS,0
3332,WCSPSOCKETNEWINQUIRY,OTHERS,0
3333,JAGUARSOCKETNEWINQUIRY,OTHERS,0
3334,BGATLIDNEWINQUIRY,OTHERS,0
3335,FPLIDNEWINQUIRY,OTHERS,0
3336,LGATLIDNEWINQUIRY,OTHERS,0
3337,OTQLIDNEWINQUIRY,OTHERS,0
3338,QFNLIDNEWINQUIRY,OTHERS,0
3339,STRIPLIDNEWINQUIRY,OTHERS,0
3340,WCSPLIDNEWINQUIRY,OTHERS,0
3341,JAGUARLIDNEWINQUIRY,OTHERS,0
3342,BGATSOCKET & LIDNEWINQUIRY,OTHERS,0
3343,FPSOCKET & LIDNEWINQUIRY,OTHERS,0
3344,LGATSOCKET & LIDNEWINQUIRY,OTHERS,0
3345,OTQSOCKET & LIDNEWINQUIRY,OTHERS,0
3346,QFNSOCKET & LIDNEWINQUIRY,OTHERS,0
3347,STRIPSOCKET & LIDNEWINQUIRY,OTHERS,0
3348,WCSPSOCKET & LIDNEWINQUIRY,OTHERS,0
3349,JAGUARSOCKET & LIDNEWINQUIRY,OTHERS,0
3350,BGATPARTNEWINQUIRY,OTHERS,0
3351,FPPARTNEWINQUIRY,OTHERS,0
3352,LGATPARTNEWINQUIRY,OTHERS,0
3353,OTQPARTNEWINQUIRY,OTHERS,0
3354,QFNPARTNEWINQUIRY,OTHERS,0
3355,STRIPPARTNEWINQUIRY,OTHERS,0
3356,WCSPPARTNEWINQUIRY,OTHERS,0
3357,JAGUARPARTNEWINQUIRY,OTHERS,0
3358,BGATSOCKETW/ REFINQUIRY,OTHERS,0
3359,FPSOCKETW/ REFINQUIRY,OTHERS,0
3360,LGATSOCKETW/ REFINQUIRY,OTHERS,0
3361,OTQSOCKETW/ REFINQUIRY,OTHERS,0
3362,QFNSOCKETW/ REFINQUIRY,OTHERS,0
3363,STRIPSOCKETW/ REFINQUIRY,OTHERS,0
3364,WCSPSOCKETW/ REFINQUIRY,OTHERS,0
3365,JAGUARSOCKETW/ REFINQUIRY,OTHERS,0
3366,BGATLIDW/ REFINQUIRY,OTHERS,0
3367,FPLIDW/ REFINQUIRY,OTHERS,0
3368,LGATLIDW/ REFINQUIRY,OTHERS,0
3369,OTQLIDW/ REFINQUIRY,OTHERS,0
3370,QFNLIDW/ REFINQUIRY,OTHERS,0
3371,STRIPLIDW/ REFINQUIRY,OTHERS,0
3372,WCSPLIDW/ REFINQUIRY,OTHERS,0
3373,JAGUARLIDW/ REFINQUIRY,OTHERS,0
3374,BGATSOCKET & LIDW/ REFINQUIRY,OTHERS,0
3375,FPSOCKET & LIDW/ REFINQUIRY,OTHERS,0
3376,LGATSOCKET & LIDW/ REFINQUIRY,OTHERS,0
3377,OTQSOCKET & LIDW/ REFINQUIRY,OTHERS,0
3378,QFNSOCKET & LIDW/ REFINQUIRY,OTHERS,0
3379,STRIPSOCKET & LIDW/ REFINQUIRY,OTHERS,0
3380,WCSPSOCKET & LIDW/ REFINQUIRY,OTHERS,0
3381,JAGUARSOCKET & LIDW/ REFINQUIRY,OTHERS,0
3382,BGATPARTW/ REFINQUIRY,OTHERS,0
3383,FPPARTW/ REFINQUIRY,OTHERS,0
3384,LGATPARTW/ REFINQUIRY,OTHERS,0
3385,OTQPARTW/ REFINQUIRY,OTHERS,0
3386,QFNPARTW/ REFINQUIRY,OTHERS,0
3387,STRIPPARTW/ REFINQUIRY,OTHERS,0
3388,WCSPPARTW/ REFINQUIRY,OTHERS,0
3389,JAGUARPARTW/ REFINQUIRY,OTHERS,0
3390,BGATSOCKETNEWPO,OTHERS,0
3391,FPSOCKETNEWPO,OTHERS,0
3392,LGATSOCKETNEWPO,OTHERS,0
3393,OTQSOCKETNEWPO,OTHERS,0
3394,QFNSOCKETNEWPO,OTHERS,0
3395,STRIPSOCKETNEWPO,OTHERS,0
3396,WCSPSOCKETNEWPO,OTHERS,0
3397,JAGUARSOCKETNEWPO,OTHERS,0
3398,BGATLIDNEWPO,OTHERS,0
3399,FPLIDNEWPO,OTHERS,0
3400,LGATLIDNEWPO,OTHERS,0
3401,OTQLIDNEWPO,OTHERS,0
3402,QFNLIDNEWPO,OTHERS,0
3403,STRIPLIDNEWPO,OTHERS,0
3404,WCSPLIDNEWPO,OTHERS,0
3405,JAGUARLIDNEWPO,OTHERS,0
3406,BGATPARTNEWPO,OTHERS,0
3407,FPPARTNEWPO,OTHERS,0
3408,LGATPARTNEWPO,OTHERS,0
3409,OTQPARTNEWPO,OTHERS,0
3410,QFNPARTNEWPO,OTHERS,0
3411,STRIPPARTNEWPO,OTHERS,0
3412,WCSPPARTNEWPO,OTHERS,0
3413,JAGUARPARTNEWPO,OTHERS,0
3414,BGATSOCKET & LIDNEWPO,OTHERS,0
3415,FPSOCKET & LIDNEWPO,OTHERS,0
3416,LGATSOCKET & LIDNEWPO,OTHERS,0
3417,OTQSOCKET & LIDNEWPO,OTHERS,0
3418,QFNSOCKET & LIDNEWPO,OTHERS,0
3419,STRIPSOCKET & LIDNEWPO,OTHERS,0
3420,WCSPSOCKET & LIDNEWPO,OTHERS,0
3421,JAGUARSOCKET & LIDNEWPO,OTHERS,0
3422,BGATSOCKETW/ REFPO,OTHERS,0
3423,FPSOCKETW/ REFPO,OTHERS,0
3424,LGATSOCKETW/ REFPO,OTHERS,0
3425,OTQSOCKETW/ REFPO,OTHERS,0
3426,QFNSOCKETW/ REFPO,OTHERS,0
3427,STRIPSOCKETW/ REFPO,OTHERS,0
3428,WCSPSOCKETW/ REFPO,OTHERS,0
3429,JAGUARSOCKETW/ REFPO,OTHERS,0
3430,BGATLIDW/ REFPO,OTHERS,0
3431,FPLIDW/ REFPO,OTHERS,0
3432,LGATLIDW/ REFPO,OTHERS,0
3433,OTQLIDW/ REFPO,OTHERS,0
3434,QFNLIDW/ REFPO,OTHERS,0
3435,STRIPLIDW/ REFPO,OTHERS,0
3436,WCSPLIDW/ REFPO,OTHERS,0
3437,JAGUARLIDW/ REFPO,OTHERS,0
3438,BGATPARTW/ REFPO,OTHERS,0
3439,FPPARTW/ REFPO,OTHERS,0
3440,LGATPARTW/ REFPO,OTHERS,0
3441,OTQPARTW/ REFPO,OTHERS,0
3442,QFNPARTW/ REFPO,OTHERS,0
3443,STRIPPARTW/ REFPO,OTHERS,0
3444,WCSPPARTW/ REFPO,OTHERS,0
3445,JAGUARPARTW/ REFPO,OTHERS,0
3446,BGATSOCKET & LIDW/ REFPO,OTHERS,0
3447,FPSOCKET & LIDW/ REFPO,OTHERS,0
3448,LGATSOCKET & LIDW/ REFPO,OTHERS,0
3449,OTQSOCKET & LIDW/ REFPO,OTHERS,0
3450,QFNSOCKET & LIDW/ REFPO,OTHERS,0
3451,STRIPSOCKET & LIDW/ REFPO,OTHERS,0
3452,WCSPSOCKET & LIDW/ REFPO,OTHERS,0
3453,JAGUARSOCKET & LIDW/ REFPO,OTHERS,0
3454,BIPOCUSTOM/STD NEW,CONCEPT SIMULATION / MATCHING,4.0
3455,BIPOOFF THE SHELF,CONCEPT SIMULATION / MATCHING,4.0
3456,BIINQUIRYCUSTOM/STD NEW,CONCEPT SIMULATION / MATCHING,4.0
3457,BIINQUIRYOFF THE SHELF,CONCEPT SIMULATION / MATCHING,4.0
3458,BIPOCUSTOM/STD NEW,CONCEPT DRAWING,2.0
3459,BIPOOFF THE SHELF,CONCEPT DRAWING,0.5
3460,BIINQUIRYCUSTOM/STD NEW,CONCEPT DRAWING,2.0
3461,BIINQUIRYOFF THE SHELF,CONCEPT DRAWING,0.5
3462,BIPOCUSTOM/STD NEW,JOB PREPARATION,5.5
3463,BIPOOFF THE SHELF,JOB PREPARATION,1.0
3464,BIINQUIRYCUSTOM/STD NEW,JOB PREPARATION,5.5
3465,BIINQUIRYOFF THE SHELF,JOB PREPARATION,1.0
3466,BIPOCUSTOM/STD NEW,ASSY DRAWING,15.0
3467,BIPOOFF THE SHELF,ASSY DRAWING,4.0
3468,BIINQUIRYCUSTOM/STD NEW,ASSY DRAWING,15.0
3469,BIINQUIRYOFF THE SHELF,ASSY DRAWING,4.0
3470,BIPOCUSTOM/STD NEW,PART DRAWING,10.5
3471,BIPOOFF THE SHELF,PART DRAWING,7.0
3472,BIINQUIRYCUSTOM/STD NEW,PART DRAWING,10.5
3473,BIINQUIRYOFF THE SHELF,PART DRAWING,7.0
3474,BIPOCUSTOM/STD NEW,DOCUMENTATION,4.0
3475,BIPOOFF THE SHELF,DOCUMENTATION,1.5
3476,BIINQUIRYCUSTOM/STD NEW,DOCUMENTATION,4.0
3477,BIINQUIRYOFF THE SHELF,DOCUMENTATION,1.5
3478,BIPOCUSTOM/STD NEW,CHECKING,4.5
3479,BIPOOFF THE SHELF,CHECKING,2.0
3480,BIINQUIRYCUSTOM/STD NEW,CHECKING,4.5
3481,BIINQUIRYOFF THE SHELF,CHECKING,2.0
3482,BIPOCUSTOM/STD NEW,PDC/ETS CHECKING,11.549999999999999
3483,BIPOOFF THE SHELF,PDC/ETS CHECKING,11.549999999999999
3484,BIINQUIRYCUSTOM/STD NEW,PDC/ETS CHECKING,3.0
3485,BIINQUIRYOFF THE SHELF,PDC/ETS CHECKING,3.0
3486,BIPOCUSTOM/STD NEW,MESLINK,3.0
3487,BIPOOFF THE SHELF,MESLINK,0.0
3488,BIINQUIRYCUSTOM/STD NEW,MESLINK,3.0
3489,BIINQUIRYOFF THE SHELF,MESLINK,0.0
3490,CONNECTOR1,FILE PREPARATION,1.0
3491,CONNECTOR2,FILE PREPARATION,1.5
3492,CONNECTOR3,FILE PREPARATION,2.0
3493,QUICK SOCKET1,FILE PREPARATION,1.0
3494,QUICK SOCKET2,FILE PREPARATION,1.0
3495,QUICK SOCKET3,FILE PREPARATION,1.0
3496,CONNECTOR1,3D MODEL,18.0
3497,CONNECTOR2,3D MODEL,27.0
3498,CONNECTOR3,3D MODEL,36.0
3499,QUICK SOCKET1,3D MODEL,7.0
3500,QUICK SOCKET2,3D MODEL,23.0
3501,QUICK SOCKET3,3D MODEL,36.0
3502,CONNECTOR1,WAIT FOR SHRINKAGE FROM CUSTOMER,0.0
3503,CONNECTOR2,WAIT FOR SHRINKAGE FROM CUSTOMER,0.0
3504,CONNECTOR3,WAIT FOR SHRINKAGE FROM CUSTOMER,0.0
3505,QUICK SOCKET1,WAIT FOR SHRINKAGE FROM CUSTOMER,0.0
3506,QUICK SOCKET2,WAIT FOR SHRINKAGE FROM CUSTOMER,0.0
3507,QUICK SOCKET3,WAIT FOR SHRINKAGE FROM CUSTOMER,0.0
3508,CONNECTOR1,CHECKING VISUAL AND 2D,0.0
3509,CONNECTOR2,CHECKING VISUAL AND 2D,0.0
3510,CONNECTOR3,CHECKING VISUAL AND 2D,0.0
3511,QUICK SOCKET1,CHECKING VISUAL AND 2D,1.0
3512,QUICK SOCKET2,CHECKING VISUAL AND 2D,1.0
3513,QUICK SOCKET3,CHECKING VISUAL AND 2D,3.0
3514,CONNECTOR1,APPLY SHRINKAGE,5.0
3515,CONNECTOR2,APPLY SHRINKAGE,9.0
3516,CONNECTOR3,APPLY SHRINKAGE,18.0
3517,QUICK SOCKET1,APPLY SHRINKAGE,0.0
3518,QUICK SOCKET2,APPLY SHRINKAGE,0.0
3519,QUICK SOCKET3,APPLY SHRINKAGE,0.0
3520,CONNECTOR1,2D MODEL,5.0
3521,CONNECTOR2,2D MODEL,9.0
3522,CONNECTOR3,2D MODEL,18.0
3523,QUICK SOCKET1,2D MODEL,0.0
3524,QUICK SOCKET2,2D MODEL,0.0
3525,QUICK SOCKET3,2D MODEL,0.0
3526,CONNECTOR1,CHECKING VISUAL AND 2D.1,2.0
3527,CONNECTOR2,CHECKING VISUAL AND 2D.1,4.5
3528,CONNECTOR3,CHECKING VISUAL AND 2D.1,9.0
3529,QUICK SOCKET1,CHECKING VISUAL AND 2D.1,0.0
3530,QUICK SOCKET2,CHECKING VISUAL AND 2D.1,0.0
3531,QUICK SOCKET3,CHECKING VISUAL AND 2D.1,0.0
3532,CONNECTOR1,PREPARE AND SENT INQUIRY,1.0
3533,CONNECTOR2,PREPARE AND SENT INQUIRY,1.0
3534,CONNECTOR3,PREPARE AND SENT INQUIRY,2.0
3535,QUICK SOCKET1,PREPARE AND SENT INQUIRY,1.0
3536,QUICK SOCKET2,PREPARE AND SENT INQUIRY,1.0
3537,QUICK SOCKET3,PREPARE AND SENT INQUIRY,2.0
3538,CONNECTOR1,CUSTOMER APPROVAL,0.0
3539,CONNECTOR2,CUSTOMER APPROVAL,0.0
3540,CONNECTOR3,CUSTOMER APPROVAL,0.0
3541,QUICK SOCKET1,CUSTOMER APPROVAL,0.0
3542,QUICK SOCKET2,CUSTOMER APPROVAL,0.0
3543,QUICK SOCKET3,CUSTOMER APPROVAL,0.0
3544,CONNECTOR1,APPLY CHANGES,2.0
3545,CONNECTOR2,APPLY CHANGES,2.0
3546,CONNECTOR3,APPLY CHANGES,4.0
3547,QUICK SOCKET1,APPLY CHANGES,1.0
3548,QUICK SOCKET2,APPLY CHANGES,1.0
3549,QUICK SOCKET3,APPLY CHANGES,2.0
3550,CONNECTOR1,MODELING,19.0
3551,CONNECTOR2,MODELING,28.5
3552,CONNECTOR3,MODELING,38.0
3553,QUICK SOCKET1,MODELING,8.0
3554,QUICK SOCKET2,MODELING,24.0
3555,QUICK SOCKET3,MODELING,37.0
3556,CONNECTOR1,2D,15.0
3557,CONNECTOR2,2D,25.5
3558,CONNECTOR3,2D,51.0
3559,QUICK SOCKET1,2D,3.0
3560,QUICK SOCKET2,2D,3.0
3561,QUICK SOCKET3,2D,7.0
3562,AMSOCKETPO,PN/PIN HOLE COUNT DETAILS,1.0
3563,MOLDSERIESSOCKETPO,PN/PIN HOLE COUNT DETAILS,1.0
3564,OFFTHESHELFSOCKETPO,PN/PIN HOLE COUNT DETAILS,1.0
3565,AMSOCKETINQUIRY,PN/PIN HOLE COUNT DETAILS,1.0
3566,MOLDSERIESSOCKETINQUIRY,PN/PIN HOLE COUNT DETAILS,1.0
3567,OFFTHESHELFSOCKETINQUIRY,PN/PIN HOLE COUNT DETAILS,1.0
3568,AMSOCKETPO,NBO/NTO REVIEW,1.0
3569,MOLDSERIESSOCKETPO,NBO/NTO REVIEW,1.0
3570,OFFTHESHELFSOCKETPO,NBO/NTO REVIEW,1.0
3571,AMSOCKETINQUIRY,NBO/NTO REVIEW,1.0
3572,MOLDSERIESSOCKETINQUIRY,NBO/NTO REVIEW,1.0
3573,OFFTHESHELFSOCKETINQUIRY,NBO/NTO REVIEW,1.0
3574,AMSOCKETPO,DEVICE MEASUREMENT,3.0
3575,MOLDSERIESSOCKETPO,DEVICE MEASUREMENT,3.0
3576,OFFTHESHELFSOCKETPO,DEVICE MEASUREMENT,3.0
3577,AMSOCKETINQUIRY,DEVICE MEASUREMENT,3.0
3578,MOLDSERIESSOCKETINQUIRY,DEVICE MEASUREMENT,3.0
3579,OFFTHESHELFSOCKETINQUIRY,DEVICE MEASUREMENT,3.0
3580,AMSOCKETPO,3D CONCEPT,7.0
3581,MOLDSERIESSOCKETPO,3D CONCEPT,17.0
3582,OFFTHESHELFSOCKETPO,3D CONCEPT,0.0
3583,AMSOCKETINQUIRY,3D CONCEPT,7.0
3584,MOLDSERIESSOCKETINQUIRY,3D CONCEPT,17.0
3585,OFFTHESHELFSOCKETINQUIRY,3D CONCEPT,0.0
3586,AMSOCKETPO,CONCEPT CHECKING,3.0
3587,MOLDSERIESSOCKETPO,CONCEPT CHECKING,2.0
3588,OFFTHESHELFSOCKETPO,CONCEPT CHECKING,0.0
3589,AMSOCKETINQUIRY,CONCEPT CHECKING,3.0
3590,MOLDSERIESSOCKETINQUIRY,CONCEPT CHECKING,2.0
3591,OFFTHESHELFSOCKETINQUIRY,CONCEPT CHECKING,2.0
3592,AMSOCKETPO,THERMAL SIMULATION SET-UP,2.0
3593,MOLDSERIESSOCKETPO,THERMAL SIMULATION SET-UP,2.0
3594,OFFTHESHELFSOCKETPO,THERMAL SIMULATION SET-UP,2.0
3595,AMSOCKETINQUIRY,THERMAL SIMULATION SET-UP,2.0
3596,MOLDSERIESSOCKETINQUIRY,THERMAL SIMULATION SET-UP,2.0
3597,OFFTHESHELFSOCKETINQUIRY,THERMAL SIMULATION SET-UP,2.0
3598,AMSOCKETPO,THERMAL SIMULATION RUN,1.0
3599,MOLDSERIESSOCKETPO,THERMAL SIMULATION RUN,1.0
3600,OFFTHESHELFSOCKETPO,THERMAL SIMULATION RUN,1.0
3601,AMSOCKETINQUIRY,THERMAL SIMULATION RUN,1.0
3602,MOLDSERIESSOCKETINQUIRY,THERMAL SIMULATION RUN,1.0
3603,OFFTHESHELFSOCKETINQUIRY,THERMAL SIMULATION RUN,1.0
3604,AMSOCKETPO,WARPAGE SIMULATION SET-UP,0.0
3605,MOLDSERIESSOCKETPO,WARPAGE SIMULATION SET-UP,0.0
3606,OFFTHESHELFSOCKETPO,WARPAGE SIMULATION SET-UP,0.0
3607,AMSOCKETINQUIRY,WARPAGE SIMULATION SET-UP,0.0
3608,MOLDSERIESSOCKETINQUIRY,WARPAGE SIMULATION SET-UP,0.0
3609,OFFTHESHELFSOCKETINQUIRY,WARPAGE SIMULATION SET-UP,0.0
3610,AMSOCKETPO,WARPAGE SIMULATION RUN,0.0
3611,MOLDSERIESSOCKETPO,WARPAGE SIMULATION RUN,0.0
3612,OFFTHESHELFSOCKETPO,WARPAGE SIMULATION RUN,0.0
3613,AMSOCKETINQUIRY,WARPAGE SIMULATION RUN,0.0
3614,MOLDSERIESSOCKETINQUIRY,WARPAGE SIMULATION RUN,0.0
3615,OFFTHESHELFSOCKETINQUIRY,WARPAGE SIMULATION RUN,0.0
3616,AMSOCKETPO,2D ASSY CONCEPT,3.0
3617,MOLDSERIESSOCKETPO,2D ASSY CONCEPT,3.0
3618,OFFTHESHELFSOCKETPO,2D ASSY CONCEPT,0.0
3619,AMSOCKETINQUIRY,2D ASSY CONCEPT,3.0
3620,MOLDSERIESSOCKETINQUIRY,2D ASSY CONCEPT,3.0
3621,OFFTHESHELFSOCKETINQUIRY,2D ASSY CONCEPT,0.0
3622,AMSOCKETPO,CONCEPT CHECKING.1,2.0
3623,MOLDSERIESSOCKETPO,CONCEPT CHECKING.1,2.0
3624,OFFTHESHELFSOCKETPO,CONCEPT CHECKING.1,2.0
3625,AMSOCKETINQUIRY,CONCEPT CHECKING.1,2.0
3626,MOLDSERIESSOCKETINQUIRY,CONCEPT CHECKING.1,2.0
3627,OFFTHESHELFSOCKETINQUIRY,CONCEPT CHECKING.1,2.0
3628,AMSOCKETPO,DRAWING - 2D&3D PARTS,11.0
3629,MOLDSERIESSOCKETPO,DRAWING - 2D&3D PARTS,4.0
3630,OFFTHESHELFSOCKETPO,DRAWING - 2D&3D PARTS,0.0
3631,AMSOCKETINQUIRY,DRAWING - 2D&3D PARTS,11.0
3632,MOLDSERIESSOCKETINQUIRY,DRAWING - 2D&3D PARTS,4.0
3633,OFFTHESHELFSOCKETINQUIRY,DRAWING - 2D&3D PARTS,0.0
3634,AMSOCKETPO,PARTS INITIAL CHECKING,0.0
3635,MOLDSERIESSOCKETPO,PARTS INITIAL CHECKING,0.0
3636,OFFTHESHELFSOCKETPO,PARTS INITIAL CHECKING,0.0
3637,AMSOCKETINQUIRY,PARTS INITIAL CHECKING,0.0
3638,MOLDSERIESSOCKETINQUIRY,PARTS INITIAL CHECKING,0.0
3639,OFFTHESHELFSOCKETINQUIRY,PARTS INITIAL CHECKING,0.0
3640,AMSOCKETPO,PARTS FINAL CHECKING,11.0
3641,MOLDSERIESSOCKETPO,PARTS FINAL CHECKING,5.5
3642,OFFTHESHELFSOCKETPO,PARTS FINAL CHECKING,0.0
3643,AMSOCKETINQUIRY,PARTS FINAL CHECKING,11.0
3644,MOLDSERIESSOCKETINQUIRY,PARTS FINAL CHECKING,5.5
3645,OFFTHESHELFSOCKETINQUIRY,PARTS FINAL CHECKING,0.0
3646,AMSOCKETPO,DRAWING - 2D&3D  ASSY,10.5
3647,MOLDSERIESSOCKETPO,DRAWING - 2D&3D  ASSY,4.0
3648,OFFTHESHELFSOCKETPO,DRAWING - 2D&3D  ASSY,0.0
3649,AMSOCKETINQUIRY,DRAWING - 2D&3D  ASSY,10.5
3650,MOLDSERIESSOCKETINQUIRY,DRAWING - 2D&3D  ASSY,4.0
3651,OFFTHESHELFSOCKETINQUIRY,DRAWING - 2D&3D  ASSY,0.0
3652,AMSOCKETPO,ASSY CHECKING,8.0
3653,MOLDSERIESSOCKETPO,ASSY CHECKING,3.0
3654,OFFTHESHELFSOCKETPO,ASSY CHECKING,2.0
3655,AMSOCKETINQUIRY,ASSY CHECKING,8.0
3656,MOLDSERIESSOCKETINQUIRY,ASSY CHECKING,3.0
3657,OFFTHESHELFSOCKETINQUIRY,ASSY CHECKING,2.0
